Date,Open,High,Low,Close,Volume,Adj Close
2016-03-01,43.470001,45.50,42.41,43.419998,3508100,43.419998
2016-02-01,40.220001,44.00,37.709999,43.209999,5982900,42.858063
2016-01-04,34.450001,41.799999,34.330002,40.41,10264700,40.080868
2015-12-01,39.380001,39.939999,34.049999,34.98,8339400,34.695095
2015-11-02,51.02,52.48,37.75,39.080002,11529300,38.393322
2015-10-01,51.18,52.200001,47.099998,50.98,5001600,50.084225
2015-09-01,57.610001,60.130001,49.720001,51.32,5165500,50.418251
2015-08-03,69.110001,70.120003,55.16,58.610001,5697200,57.225155
2015-07-01,67.82,73.610001,65.529999,69.059998,4889000,67.428238
2015-06-01,67.029999,71.099998,66.50,67.470001,4866400,65.875809
2015-05-01,64.160004,69.220001,62.799999,66.949997,6397000,65.026543
2015-04-01,64.519997,69.980003,64.300003,64.629997,4546500,62.773197
2015-03-02,63.400002,66.139999,61.849998,64.910004,3679200,63.045158
2015-02-02,64.00,66.089996,61.099998,63.720001,4662500,61.583321
2015-01-02,66.330002,68.300003,62.23,63.880001,4363700,61.737957
2014-12-01,64.339996,66.589996,60.220001,65.75,4284100,63.54525
2014-11-03,57.959999,65.739998,55.639999,64.910004,6528200,62.409454
2014-10-01,58.34,59.919998,54.84,57.82,5491100,55.592583
2014-09-02,62.369999,62.970001,57.860001,58.18,4471800,55.938713
2014-08-01,57.650002,63.099998,55.810001,62.290001,5130300,59.577484
2014-07-01,58.200001,60.25,56.369999,57.790001,3001000,55.273445
2014-06-02,60.09,60.34,57.029999,58.02,2723100,55.493427
2014-05-01,57.689999,59.93,54.82,59.889999,4382000,56.977489
2014-04-01,59.189999,61.259998,56.470001,57.43,3469400,54.637123
2014-03-03,57.189999,59.950001,56.700001,59.290001,3871800,56.40667
2014-02-03,53.119999,58.66,50.049999,57.860001,4408300,54.812729
2014-01-02,53.169998,56.650002,51.360001,53.200001,4673500,50.398151
2013-12-02,52.990002,53.860001,51.00,53.400002,3797600,50.58762
2013-11-01,46.18,54.07,45.560001,53.259998,6094000,50.211388
2013-10-01,43.23,46.73,42.18,46.110001,4880100,43.470657
2013-09-03,44.759998,46.18,42.68,43.27,5458200,40.793217
2013-08-01,48.919998,49.720001,43.349998,44.43,5976400,41.651924
2013-07-01,48.25,50.77,47.48,48.34,3727100,45.317444
2013-06-03,48.59,49.48,45.720001,48.00,3754700,44.998703
2013-05-01,44.540001,50.00,44.330002,48.34,3890200,45.084137
2013-04-01,41.779999,45.400002,41.509998,44.599998,4050000,41.596035
2013-03-01,40.740002,42.889999,40.360001,41.84,5191800,39.021935
2013-02-01,39.959999,41.57,38.52,41.099998,5674800,38.149109
2013-01-02,39.549999,40.00,36.349998,39.509998,5774300,36.673267
2012-12-03,38.93,39.720001,36.299999,39.02,5703000,36.218452
2012-11-01,39.259998,41.98,38.02,38.700001,6649600,35.736549
2012-10-01,37.709999,41.240002,37.709999,38.07,4688200,35.154793
2012-09-04,40.23,40.700001,36.939999,37.619999,5572900,34.73925
2012-08-01,35.98,40.799999,34.889999,40.310001,5316000,37.033688
2012-07-02,34.450001,36.98,32.310001,35.84,6910800,32.926998
